http://www.czce.com.cn/cn/DFSStaticFiles/Future/2022-07-27/20220727/FutureDataHolding.htm
fail



http://www.czce.com.cn/cn/DFSStaticFiles/Future/2022/20220727/FutureDataHolding.htm
苹果AP
2022-07-27 00:00:00
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '1', 'NAME': '海通期货', 'DATA': '26157', 'DATA_CHG': '013044'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '1', 'NAME': '海通期货', 'DATA': '12087', 'DATA_CHG': '01207'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '1', 'NAME': '国泰君安', 'DATA': '13207', 'DATA_CHG': '01222'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '2', 'NAME': '中信期货', 'DATA': '12549', 'DATA_CHG': '06748'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '2', 'NAME': '国泰君安', 'DATA': '11906', 'DATA_CHG': '0338'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '2', 'NAME': '东吴期货', 'DATA': '12496', 'DATA_CHG': '0150'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '3', 'NAME': '国泰君安', 'DATA': '10582', 'DATA_CHG': '016103'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '3', 'NAME': '光大期货', 'DATA': '11058', 'DATA_CHG': '01526'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '3', 'NAME': '中泰期货', 'DATA': '12140', 'DATA_CHG': '0141'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '4', 'NAME': '光大期货', 'DATA': '9427', 'DATA_CHG': '09497'}
{'DATE': datetime.datetime(2022, 7, 27, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '4', 'NAME': '中泰期货', 'DATA': '10972', 'DATA_CHG': '0485'}
